amount,failure_type,payment_method,customer_history,retry_number,time_since_failure_hours,card_issuer,is_recoverable
22349.74,timeout,card,good,3,43,HDFC,0
35458.32,timeout,upi,good,1,50,ICICI,1
36620.45,hard_decline,card,medium,2,50,None,0
8780.79,soft_decline,upi,good,3,6,None,0
18124.68,soft_decline,upi,bad,1,0,ICICI,0
31901.38,soft_decline,card,good,1,12,Axis,1
3627.76,hard_decline,upi,medium,3,47,HDFC,0
18140.86,soft_decline,card,good,1,46,HDFC,1
26786.49,soft_decline,card,good,2,46,None,1
49811.6,timeout,card,medium,3,9,None,1
23779.22,soft_decline,upi,medium,3,25,HDFC,0
40821.23,hard_decline,netbanking,bad,1,49,None,0
21660.16,soft_decline,card,good,3,46,HDFC,1
39839.9,timeout,card,bad,3,43,None,1
29811.2,hard_decline,card,medium,3,0,None,0
44341.11,duplicate,upi,bad,2,62,HDFC,0
20606.03,hard_decline,card,good,2,16,HDFC,0
30254.79,duplicate,upi,bad,2,16,None,0
31537.93,timeout,card,medium,2,38,ICICI,1
20927.41,hard_decline,netbanking,medium,1,42,SBI,0
7301.17,duplicate,upi,good,3,40,ICICI,0
4768.61,soft_decline,netbanking,medium,2,14,None,1
931.91,soft_decline,card,good,1,0,ICICI,0
43689.36,soft_decline,upi,medium,2,57,SBI,0
11900.1,hard_decline,upi,medium,1,53,None,0
10654.19,timeout,upi,bad,2,4,None,1
36828.17,timeout,card,bad,2,61,ICICI,0
16068.8,soft_decline,netbanking,good,3,70,HDFC,1
25351.63,hard_decline,card,medium,2,45,None,0
8209.3,soft_decline,card,medium,2,64,HDFC,1
47991.31,timeout,card,bad,1,27,None,1
42593.91,soft_decline,upi,bad,3,40,Axis,0
43203.1,duplicate,upi,bad,3,22,Axis,0
20398.01,soft_decline,card,bad,1,31,None,1
38141.82,soft_decline,card,bad,2,57,ICICI,1
7279.42,timeout,upi,bad,1,38,HDFC,0
530.09,hard_decline,card,medium,2,32,None,0
1096.65,soft_decline,netbanking,bad,2,57,SBI,0
29371.43,hard_decline,netbanking,bad,3,31,SBI,1
22824.21,soft_decline,card,good,2,49,HDFC,1
25948.97,duplicate,card,good,3,50,None,0
472.41,hard_decline,netbanking,good,3,18,None,1
21192.06,soft_decline,card,bad,1,2,HDFC,0
35931.6,hard_decline,card,medium,2,16,ICICI,0
22190.42,soft_decline,card,good,1,42,HDFC,1
36637.74,timeout,card,bad,1,28,None,1
11727.65,duplicate,netbanking,good,1,43,ICICI,0
40675.79,timeout,upi,bad,1,51,None,1
29462.72,soft_decline,netbanking,bad,3,27,Axis,0
10617.08,soft_decline,card,bad,3,33,SBI,1
11912.35,soft_decline,card,good,3,53,HDFC,1
31438.72,timeout,netbanking,bad,3,1,HDFC,1
41513.99,hard_decline,netbanking,medium,2,16,HDFC,1
20839.83,hard_decline,upi,medium,3,17,HDFC,0
12989.19,duplicate,card,medium,2,27,ICICI,0
43363.88,soft_decline,upi,medium,1,27,HDFC,1
33496.49,soft_decline,card,bad,2,51,Axis,0
22459.47,soft_decline,upi,medium,3,15,ICICI,0
24446.22,soft_decline,upi,bad,3,32,None,0
10292.4,soft_decline,upi,good,3,4,HDFC,0
31377.45,hard_decline,upi,medium,1,44,ICICI,0
18001.25,soft_decline,upi,medium,1,36,None,1
49782.69,soft_decline,card,medium,3,51,Axis,1
24061.16,timeout,card,bad,1,63,HDFC,1
24345.69,soft_decline,upi,bad,2,61,None,0
28336.0,timeout,card,medium,2,4,None,1
45846.12,soft_decline,card,bad,2,10,Axis,0
40060.82,hard_decline,card,medium,2,2,ICICI,0
22611.39,duplicate,card,good,3,50,HDFC,0
35963.09,soft_decline,netbanking,medium,3,59,ICICI,1
29353.15,hard_decline,card,medium,2,65,ICICI,0
24669.12,timeout,upi,bad,2,56,HDFC,1
9696.56,hard_decline,upi,good,3,16,None,0
23250.42,soft_decline,card,medium,1,2,SBI,1
12366.35,soft_decline,netbanking,good,2,2,None,1
45750.62,timeout,card,good,1,39,HDFC,0
16836.8,timeout,netbanking,medium,3,62,ICICI,0
47617.97,soft_decline,card,good,2,50,ICICI,1
26699.46,soft_decline,card,bad,2,0,None,0
31614.06,soft_decline,card,medium,1,50,SBI,1
27192.73,soft_decline,card,good,1,3,HDFC,1
6556.09,soft_decline,netbanking,medium,1,3,ICICI,1
18853.48,soft_decline,card,good,1,46,None,1
5047.39,soft_decline,upi,bad,2,38,Axis,0
31185.41,soft_decline,card,good,3,48,HDFC,0
22399.02,duplicate,netbanking,good,1,56,HDFC,0
38921.45,soft_decline,upi,medium,1,38,ICICI,0
11101.48,soft_decline,card,bad,3,67,Axis,1
8311.85,soft_decline,card,bad,2,16,ICICI,0
20375.98,duplicate,upi,good,3,14,None,0
46336.61,timeout,card,good,3,27,Axis,1
35550.05,timeout,card,medium,1,15,ICICI,1
21004.29,soft_decline,upi,bad,3,5,ICICI,0
25911.88,timeout,netbanking,medium,3,31,ICICI,0
4302.23,hard_decline,netbanking,medium,2,24,ICICI,0
49230.34,soft_decline,upi,good,1,38,Axis,1
33353.72,hard_decline,upi,good,1,16,ICICI,0
14341.66,timeout,netbanking,medium,1,45,ICICI,1
29331.84,timeout,upi,good,2,52,HDFC,1
5563.17,timeout,card,good,2,50,ICICI,1
48295.25,duplicate,netbanking,good,2,17,HDFC,0
8821.77,soft_decline,card,medium,2,19,HDFC,1
32436.71,hard_decline,card,good,1,4,Axis,0
12348.18,soft_decline,upi,medium,1,61,HDFC,0
35906.31,timeout,card,bad,3,11,HDFC,0
38863.39,soft_decline,card,good,2,29,HDFC,1
33703.64,timeout,card,medium,3,15,HDFC,1
30763.52,soft_decline,upi,bad,2,1,None,0
44634.21,soft_decline,netbanking,medium,3,2,HDFC,0
4023.47,soft_decline,card,good,1,7,None,1
16612.65,soft_decline,card,good,1,36,Axis,1
12489.55,timeout,card,medium,2,52,SBI,1
49401.9,soft_decline,upi,medium,1,54,None,0
19530.55,hard_decline,upi,good,2,48,None,0
36657.37,soft_decline,card,bad,3,58,SBI,0
34267.79,soft_decline,card,bad,2,59,HDFC,0
10682.85,soft_decline,upi,good,3,45,None,1
12025.98,soft_decline,upi,bad,3,62,HDFC,0
14136.1,timeout,card,good,2,31,ICICI,1
20615.25,hard_decline,card,medium,1,65,SBI,0
11792.82,soft_decline,card,good,3,3,HDFC,1
1080.61,hard_decline,netbanking,medium,1,28,Axis,0
43981.71,soft_decline,netbanking,good,3,48,ICICI,0
48283.93,soft_decline,upi,medium,3,22,ICICI,0
17144.36,hard_decline,netbanking,good,3,2,Axis,0
16991.49,soft_decline,upi,bad,3,53,ICICI,1
453.88,timeout,netbanking,good,2,20,ICICI,1
34044.51,hard_decline,card,good,3,43,HDFC,0
41289.45,timeout,card,good,1,19,None,0
7415.75,duplicate,upi,good,1,56,None,0
8067.35,soft_decline,upi,bad,2,68,HDFC,0
39525.15,soft_decline,card,bad,3,70,ICICI,0
30852.91,soft_decline,card,bad,2,51,None,0
2338.54,soft_decline,card,bad,1,16,None,0
31165.09,timeout,card,good,3,65,Axis,1
15514.99,timeout,card,good,1,11,None,1
18499.39,hard_decline,upi,medium,2,57,None,0
38509.6,hard_decline,netbanking,bad,2,4,ICICI,0
40565.67,soft_decline,upi,medium,1,71,HDFC,0
20077.8,hard_decline,netbanking,medium,3,55,None,0
47362.93,timeout,netbanking,good,3,45,HDFC,0
20382.49,hard_decline,card,good,1,71,ICICI,0
38614.62,soft_decline,card,medium,1,17,ICICI,1
24245.48,timeout,card,bad,3,43,ICICI,1
44886.86,soft_decline,netbanking,good,1,42,SBI,1
45397.29,hard_decline,card,bad,2,21,SBI,0
4462.1,hard_decline,upi,bad,3,59,SBI,0
46831.02,soft_decline,card,bad,3,62,HDFC,1
41294.19,timeout,netbanking,bad,2,23,Axis,1
39586.4,timeout,card,good,1,64,None,0
10125.48,soft_decline,netbanking,bad,3,28,SBI,0
40275.45,duplicate,card,medium,3,0,None,0
42521.62,hard_decline,card,bad,3,0,SBI,1
14528.6,timeout,upi,good,1,20,Axis,1
47617.78,timeout,netbanking,medium,3,27,HDFC,0
2588.02,hard_decline,upi,good,1,17,HDFC,1
7580.47,timeout,netbanking,good,2,51,None,1
26925.3,soft_decline,upi,bad,1,65,ICICI,0
28832.04,soft_decline,upi,bad,1,61,HDFC,1
32292.99,timeout,card,medium,2,18,Axis,1
946.76,timeout,card,medium,1,1,HDFC,0
48022.3,timeout,card,bad,2,69,Axis,0
2324.95,timeout,netbanking,medium,3,54,Axis,1
7238.79,hard_decline,netbanking,bad,2,56,SBI,0
799.32,soft_decline,upi,medium,2,10,Axis,1
28386.24,duplicate,card,medium,3,15,None,0
46620.12,soft_decline,card,bad,3,61,HDFC,0
33330.76,timeout,netbanking,medium,1,26,Axis,0
41150.61,hard_decline,card,medium,1,21,Axis,0
762.73,timeout,netbanking,bad,1,2,HDFC,1
27146.56,soft_decline,card,bad,3,2,None,0
23032.19,duplicate,card,bad,3,20,None,0
24998.5,hard_decline,netbanking,medium,3,42,HDFC,0
3703.44,duplicate,card,medium,1,69,ICICI,0
34253.32,soft_decline,card,good,3,36,None,0
25210.7,hard_decline,netbanking,good,3,55,HDFC,0
38280.93,timeout,upi,bad,2,38,ICICI,1
24316.0,timeout,upi,good,2,19,Axis,1
7554.14,duplicate,upi,medium,3,64,None,0
32448.02,soft_decline,card,bad,1,34,ICICI,0
8702.08,soft_decline,card,bad,2,42,None,0
43632.49,hard_decline,card,good,3,20,ICICI,0
30694.5,soft_decline,card,medium,2,9,ICICI,0
7944.47,duplicate,card,bad,2,44,None,0
48120.67,soft_decline,upi,medium,1,2,None,1
25966.44,hard_decline,card,bad,3,42,ICICI,0
3737.63,soft_decline,upi,bad,3,51,HDFC,0
31378.96,hard_decline,card,medium,1,40,HDFC,0
12734.63,soft_decline,card,medium,1,40,SBI,1
40204.3,soft_decline,card,medium,1,8,ICICI,0
40909.32,soft_decline,netbanking,medium,3,45,ICICI,1
48949.47,soft_decline,card,medium,2,15,SBI,1
25143.29,duplicate,upi,bad,3,46,None,0
22802.35,soft_decline,upi,bad,3,27,HDFC,1
37698.43,hard_decline,card,good,1,27,SBI,0
6710.29,duplicate,upi,bad,1,10,HDFC,0
27391.08,timeout,netbanking,medium,1,28,Axis,0
27357.76,duplicate,upi,bad,3,55,HDFC,0
4564.71,duplicate,card,good,1,71,None,0
20957.41,hard_decline,upi,good,1,56,None,1
42678.91,timeout,upi,medium,2,52,None,1
42822.07,soft_decline,card,medium,2,58,HDFC,1
5051.96,hard_decline,card,good,1,34,None,0
4626.97,timeout,card,bad,2,51,SBI,0
13208.5,hard_decline,card,medium,3,35,Axis,0
43750.83,timeout,card,bad,2,57,HDFC,1
6532.24,timeout,card,medium,1,1,ICICI,1
36027.84,soft_decline,card,good,3,27,ICICI,1
5148.16,timeout,netbanking,medium,3,69,SBI,0
31194.58,hard_decline,upi,bad,2,62,HDFC,1
17867.76,soft_decline,netbanking,medium,1,51,Axis,1
39466.81,timeout,upi,good,1,59,Axis,1
11761.15,hard_decline,card,bad,2,35,ICICI,1
31996.17,timeout,card,good,2,61,None,1
11860.56,hard_decline,netbanking,medium,2,42,HDFC,0
35711.65,soft_decline,card,medium,1,38,ICICI,0
43696.53,timeout,card,medium,2,4,ICICI,1
6427.41,hard_decline,card,good,2,49,Axis,0
43343.12,soft_decline,card,bad,2,15,None,0
29719.41,soft_decline,card,bad,1,51,Axis,0
6442.81,timeout,card,medium,3,68,HDFC,1
21434.34,soft_decline,card,good,1,70,None,0
8126.93,timeout,upi,good,1,2,ICICI,1
35047.36,soft_decline,card,good,3,9,HDFC,1
37967.52,timeout,upi,medium,1,50,SBI,1
5379.25,duplicate,upi,medium,3,68,None,0
25356.38,soft_decline,upi,good,3,31,HDFC,0
40749.79,hard_decline,card,medium,3,4,Axis,0
46814.54,timeout,upi,bad,3,42,ICICI,1
25724.54,timeout,card,bad,1,11,Axis,1
47518.93,hard_decline,card,medium,3,30,ICICI,0
26830.88,timeout,upi,bad,2,21,None,1
19770.11,timeout,card,medium,3,58,HDFC,0
42425.34,timeout,card,medium,3,51,HDFC,1
24699.84,timeout,card,bad,1,46,HDFC,0
23647.94,soft_decline,card,bad,2,48,None,0
24566.59,duplicate,card,medium,3,55,HDFC,0
42354.57,hard_decline,netbanking,medium,2,30,ICICI,0
41613.88,soft_decline,card,bad,3,58,ICICI,0
20235.65,soft_decline,card,medium,1,69,ICICI,1
16731.66,soft_decline,upi,medium,2,42,None,1
24647.21,soft_decline,upi,bad,2,4,None,0
28681.35,soft_decline,netbanking,good,1,3,None,1
11993.03,soft_decline,netbanking,medium,1,14,None,1
39718.36,timeout,upi,bad,1,1,SBI,1
24375.49,soft_decline,netbanking,medium,1,48,None,0
16768.87,soft_decline,card,good,2,55,None,1
5430.37,soft_decline,upi,medium,1,7,ICICI,1
12018.37,soft_decline,netbanking,good,2,15,ICICI,1
47469.13,soft_decline,upi,medium,3,63,SBI,1
15324.47,hard_decline,netbanking,good,3,23,None,0
8526.08,duplicate,card,medium,1,54,HDFC,0
23087.57,timeout,card,medium,1,53,None,1
15423.68,timeout,netbanking,medium,2,68,HDFC,0
1854.45,soft_decline,card,medium,2,59,SBI,0
16224.95,soft_decline,upi,good,3,30,ICICI,1
27251.02,soft_decline,card,medium,2,19,SBI,0
27630.45,timeout,upi,medium,1,53,None,1
17892.29,soft_decline,netbanking,good,3,8,Axis,0
22420.41,hard_decline,card,bad,3,33,ICICI,0
48279.34,soft_decline,card,bad,1,64,Axis,1
18929.69,soft_decline,card,good,2,15,SBI,0
12985.52,duplicate,netbanking,good,1,69,None,0
12249.01,timeout,upi,good,2,5,ICICI,1
22942.45,timeout,card,medium,3,34,Axis,1
38000.06,hard_decline,card,good,1,2,None,0
10378.81,timeout,netbanking,good,3,20,None,1
35493.88,timeout,netbanking,medium,3,6,None,0
1155.38,duplicate,card,bad,1,29,None,0
21004.76,soft_decline,card,medium,3,21,SBI,0
38815.67,hard_decline,upi,bad,2,13,None,0
17002.77,timeout,upi,good,1,54,HDFC,1
28230.48,soft_decline,netbanking,good,2,66,Axis,0
10328.46,timeout,card,good,2,4,HDFC,1
37125.57,duplicate,upi,bad,2,68,ICICI,0
2708.73,hard_decline,upi,medium,1,58,Axis,0
42641.88,soft_decline,netbanking,medium,2,8,HDFC,1
9990.0,hard_decline,card,medium,1,47,ICICI,0
43732.46,timeout,card,bad,2,36,HDFC,1
17691.21,timeout,card,medium,1,67,None,1
36161.91,soft_decline,netbanking,medium,2,19,SBI,1
16029.34,hard_decline,card,bad,3,49,None,0
45304.99,soft_decline,card,medium,2,23,ICICI,1
6419.19,timeout,upi,medium,3,70,SBI,1
9008.14,soft_decline,card,medium,3,48,SBI,0
24702.2,hard_decline,card,bad,2,7,None,0
4188.73,timeout,card,good,2,5,ICICI,1
9879.41,soft_decline,upi,good,3,39,HDFC,0
47193.94,soft_decline,upi,bad,1,53,Axis,0
48826.83,soft_decline,netbanking,medium,2,16,None,1
18875.34,soft_decline,netbanking,bad,3,50,Axis,0
46171.97,soft_decline,card,medium,1,1,ICICI,0
27286.75,duplicate,upi,medium,2,29,Axis,0
13560.15,timeout,card,good,1,31,None,1
35149.7,timeout,card,bad,3,49,Axis,1
32979.2,duplicate,card,medium,2,70,ICICI,0
49457.35,soft_decline,card,medium,1,15,ICICI,0
13325.86,soft_decline,card,good,2,54,None,1
33635.77,soft_decline,card,bad,1,56,None,0
2695.99,timeout,upi,medium,1,44,ICICI,1
5770.94,timeout,card,good,2,51,ICICI,0
295.53,soft_decline,upi,bad,2,70,None,1
49973.09,soft_decline,card,bad,2,46,None,0
40133.46,hard_decline,card,medium,3,32,SBI,0
39357.48,hard_decline,card,bad,2,23,ICICI,0
25535.33,timeout,card,good,1,34,ICICI,1
15073.35,soft_decline,card,good,2,63,None,1
7648.09,duplicate,upi,medium,3,59,Axis,0
14305.27,hard_decline,upi,good,3,28,Axis,0
18860.96,timeout,card,bad,2,17,HDFC,1
37839.87,duplicate,card,bad,1,57,HDFC,0
27029.12,duplicate,netbanking,medium,3,47,HDFC,0
3966.43,soft_decline,card,bad,1,10,None,1
999.65,soft_decline,card,good,3,2,ICICI,0
5206.38,hard_decline,upi,medium,3,41,None,0
20583.89,hard_decline,upi,bad,1,17,None,0
46666.33,timeout,upi,bad,1,15,Axis,1
31906.38,duplicate,upi,medium,3,40,SBI,0
40111.11,soft_decline,card,good,1,64,HDFC,1
23372.09,hard_decline,card,good,2,42,ICICI,1
18147.14,soft_decline,card,medium,2,42,ICICI,1
5509.18,timeout,upi,medium,3,30,Axis,0
43809.06,duplicate,netbanking,good,2,27,None,0
39179.69,hard_decline,card,medium,3,50,None,0
8489.09,soft_decline,card,bad,1,26,None,0
25661.8,timeout,card,medium,1,8,HDFC,1
24420.0,timeout,card,good,2,37,Axis,0
31292.07,soft_decline,card,bad,1,35,HDFC,1
47314.73,timeout,upi,good,2,59,None,1
29030.59,duplicate,netbanking,bad,3,56,SBI,0
27056.84,hard_decline,card,good,2,46,Axis,0
2611.11,hard_decline,card,medium,2,67,ICICI,0
3239.08,soft_decline,card,medium,1,50,ICICI,1
9448.6,hard_decline,card,medium,1,57,Axis,0
1720.29,hard_decline,card,medium,1,47,None,0
37193.31,soft_decline,upi,good,2,58,HDFC,1
36194.18,soft_decline,card,medium,1,46,None,1
6889.21,soft_decline,netbanking,medium,3,14,ICICI,0
41820.34,soft_decline,upi,good,2,71,HDFC,1
7823.82,hard_decline,upi,bad,2,1,None,0
15128.66,timeout,card,bad,2,60,HDFC,0
12523.95,timeout,upi,bad,3,39,None,0
18678.12,soft_decline,card,medium,3,42,SBI,0
12807.72,hard_decline,card,good,1,47,HDFC,0
24498.65,timeout,card,medium,1,71,HDFC,0
20429.65,hard_decline,netbanking,bad,2,68,None,0
49329.82,duplicate,card,good,1,56,None,0
2890.72,hard_decline,card,medium,3,67,Axis,1
7194.85,timeout,card,medium,1,11,None,1
2736.01,soft_decline,card,good,1,67,None,1
31329.48,timeout,card,medium,2,50,SBI,1
2820.01,timeout,card,bad,3,28,HDFC,0
41838.34,duplicate,upi,bad,3,28,ICICI,0
25645.74,duplicate,card,good,3,12,None,0
26397.68,soft_decline,upi,medium,1,56,SBI,1
28123.57,hard_decline,upi,good,3,45,None,0
8623.6,hard_decline,card,medium,1,19,None,0
9964.75,hard_decline,upi,bad,2,58,None,0
16008.98,soft_decline,upi,medium,3,35,HDFC,0
29715.47,timeout,upi,bad,2,0,ICICI,0
10584.88,duplicate,upi,medium,1,2,None,0
5904.95,hard_decline,upi,medium,3,43,Axis,0
48508.83,soft_decline,card,medium,1,54,None,1
1196.89,soft_decline,upi,bad,3,59,ICICI,1
40154.6,timeout,card,medium,1,2,None,1
39422.95,soft_decline,upi,bad,1,62,HDFC,0
14930.98,duplicate,card,bad,1,30,ICICI,0
6867.77,timeout,netbanking,bad,2,60,Axis,0
7366.87,timeout,card,bad,3,48,None,1
34901.84,hard_decline,upi,good,1,43,None,0
32176.05,soft_decline,upi,medium,3,51,SBI,0
39159.01,duplicate,netbanking,medium,1,30,None,0
46880.31,timeout,upi,medium,3,71,Axis,0
34627.18,duplicate,card,bad,1,48,None,0
7876.99,hard_decline,netbanking,good,1,45,None,1
12247.79,timeout,upi,good,2,53,SBI,1
42125.47,soft_decline,upi,bad,3,10,None,1
10544.37,timeout,netbanking,good,2,64,Axis,1
3718.86,timeout,card,good,1,16,HDFC,1
35193.67,timeout,card,medium,2,27,None,1
20186.07,timeout,upi,bad,2,8,ICICI,1
46010.0,soft_decline,upi,medium,2,33,None,0
32547.73,duplicate,card,bad,2,19,ICICI,0
4611.91,duplicate,upi,good,3,2,None,0
47398.04,soft_decline,card,bad,2,0,Axis,0
13002.01,duplicate,upi,good,1,59,ICICI,0
16926.9,soft_decline,netbanking,good,1,49,None,1
20172.79,timeout,card,medium,2,7,Axis,1
2656.09,soft_decline,upi,good,2,17,None,0
24876.12,duplicate,upi,medium,2,29,None,0
6253.59,soft_decline,card,medium,1,21,HDFC,1
20108.42,hard_decline,card,good,2,8,ICICI,0
17600.42,hard_decline,card,bad,3,21,SBI,1
38664.72,soft_decline,upi,medium,2,9,None,1
40178.21,timeout,card,bad,3,66,HDFC,0
7755.3,soft_decline,card,bad,2,8,HDFC,1
18390.9,timeout,card,good,1,46,Axis,1
18730.32,duplicate,card,medium,1,39,Axis,0
7655.38,timeout,upi,medium,2,35,HDFC,1
39942.83,timeout,upi,bad,3,18,None,0
35390.69,soft_decline,card,bad,1,1,HDFC,0
9600.05,soft_decline,upi,medium,1,44,HDFC,1
18399.42,hard_decline,upi,good,1,32,Axis,1
5379.67,soft_decline,card,medium,2,63,SBI,1
31447.51,duplicate,card,bad,2,25,HDFC,0
6156.46,soft_decline,netbanking,bad,2,33,None,0
49298.12,duplicate,upi,bad,3,62,HDFC,0
39056.04,soft_decline,upi,medium,2,27,HDFC,1
19572.9,timeout,card,good,3,5,None,1
28970.34,soft_decline,netbanking,bad,2,10,ICICI,0
45575.96,soft_decline,upi,bad,3,45,None,0
27749.55,timeout,netbanking,good,3,19,HDFC,1
8807.47,soft_decline,netbanking,good,2,35,HDFC,0
18997.3,timeout,netbanking,medium,3,15,ICICI,1
42172.93,hard_decline,netbanking,bad,1,69,None,0
32246.23,soft_decline,card,medium,1,71,Axis,1
32571.15,duplicate,netbanking,good,2,44,ICICI,0
43354.39,hard_decline,card,medium,1,47,Axis,0
44709.26,timeout,netbanking,medium,2,3,Axis,1
45997.65,hard_decline,card,medium,3,47,Axis,1
4832.97,timeout,upi,medium,1,66,None,1
27251.89,soft_decline,card,bad,3,27,None,0
37051.43,soft_decline,upi,medium,2,29,None,1
37870.65,hard_decline,card,medium,2,28,SBI,0
30375.14,hard_decline,card,medium,3,20,Axis,0
8422.69,soft_decline,netbanking,medium,2,41,HDFC,0
39891.29,timeout,upi,medium,1,49,ICICI,0
36033.56,timeout,card,medium,2,2,SBI,1
4398.18,soft_decline,card,medium,1,64,None,1
23244.11,soft_decline,card,bad,2,22,ICICI,0
8781.47,hard_decline,upi,bad,1,4,SBI,0
16940.1,soft_decline,netbanking,medium,2,24,None,1
1002.25,soft_decline,upi,bad,2,34,ICICI,0
20076.46,soft_decline,card,bad,3,64,Axis,0
27538.86,duplicate,card,bad,3,38,HDFC,0
31017.17,timeout,netbanking,good,1,17,SBI,1
33208.17,soft_decline,card,bad,3,24,ICICI,0
41830.94,soft_decline,upi,medium,3,0,HDFC,1
10851.6,timeout,card,bad,1,61,Axis,0
6112.04,hard_decline,upi,good,3,8,ICICI,0
42591.7,timeout,netbanking,medium,1,40,ICICI,1
7914.98,duplicate,card,medium,1,21,None,0
48740.53,hard_decline,upi,bad,1,65,ICICI,0
42142.66,soft_decline,upi,bad,1,44,SBI,1
25093.74,timeout,card,good,2,51,None,1
49072.93,duplicate,card,good,2,19,HDFC,0
4959.1,hard_decline,upi,bad,1,11,None,0
15222.98,timeout,card,medium,3,63,ICICI,1
31947.4,soft_decline,netbanking,medium,1,31,None,1
17565.34,soft_decline,card,bad,1,61,ICICI,1
46425.79,timeout,card,bad,3,4,SBI,0
3374.74,duplicate,card,good,1,43,SBI,0
27515.65,timeout,card,medium,2,28,None,1
29584.23,timeout,card,bad,1,32,Axis,1
32671.13,soft_decline,card,bad,2,12,ICICI,0
12857.74,soft_decline,upi,good,3,49,Axis,1
18291.86,hard_decline,netbanking,good,3,1,None,0
42199.66,soft_decline,upi,good,3,27,ICICI,1
9827.64,timeout,card,bad,2,17,ICICI,1
41360.71,soft_decline,netbanking,medium,1,65,Axis,0
28176.51,timeout,card,medium,3,45,None,0
38133.16,timeout,card,good,3,16,SBI,1
35709.01,hard_decline,card,good,3,32,Axis,0
10454.82,soft_decline,card,medium,1,32,HDFC,1
28483.76,timeout,netbanking,medium,1,29,None,1
43399.39,duplicate,card,medium,2,21,ICICI,0
21662.6,timeout,upi,good,2,52,ICICI,1
48332.88,soft_decline,card,medium,1,45,None,1
22665.53,soft_decline,upi,bad,1,43,None,0
7225.0,soft_decline,upi,good,3,33,ICICI,0
19532.79,soft_decline,card,bad,3,27,None,0
47589.95,timeout,upi,good,2,34,None,1
16054.07,timeout,upi,good,3,67,Axis,0
43418.1,soft_decline,upi,medium,1,8,HDFC,0
44074.41,soft_decline,upi,bad,1,21,None,0
17574.31,soft_decline,upi,medium,2,60,SBI,1
4254.56,duplicate,card,medium,1,24,ICICI,0
36255.44,hard_decline,upi,medium,2,40,None,0
15644.46,timeout,card,good,3,6,None,1
39167.89,hard_decline,card,good,2,58,None,0
22188.48,timeout,netbanking,bad,1,71,None,0
24314.81,soft_decline,card,good,3,66,ICICI,0
38917.68,soft_decline,card,medium,1,32,ICICI,1
19179.93,timeout,card,bad,1,64,Axis,1
22212.05,hard_decline,card,good,3,59,None,0
18871.9,soft_decline,card,medium,1,57,None,1
18430.29,soft_decline,netbanking,good,1,43,None,0
26344.73,soft_decline,card,good,3,47,ICICI,1
40459.09,hard_decline,upi,good,1,36,SBI,0
18152.24,timeout,card,medium,2,24,ICICI,1
26260.31,duplicate,upi,bad,1,24,ICICI,0
33569.29,soft_decline,netbanking,medium,1,56,None,1
13545.03,soft_decline,card,bad,3,12,HDFC,1
13948.39,soft_decline,netbanking,good,2,11,HDFC,1
46677.32,hard_decline,netbanking,medium,1,62,SBI,0
36204.38,hard_decline,upi,medium,3,61,ICICI,0
28901.62,timeout,card,good,1,27,None,1
32421.23,soft_decline,upi,good,1,54,ICICI,0
1562.04,hard_decline,netbanking,medium,1,41,ICICI,0
30943.34,timeout,card,bad,2,60,HDFC,1
25524.49,duplicate,card,bad,3,37,None,0
27332.91,duplicate,card,good,2,4,ICICI,0
18035.25,timeout,card,bad,1,47,ICICI,1
4165.55,duplicate,netbanking,bad,2,34,Axis,0
9747.63,soft_decline,card,medium,1,47,HDFC,1
47542.16,soft_decline,card,good,2,13,None,0
20494.11,soft_decline,upi,bad,3,53,None,0
23387.49,timeout,card,medium,2,25,ICICI,1
2730.22,duplicate,card,bad,3,42,ICICI,0
1974.55,soft_decline,upi,medium,1,41,Axis,1
35887.35,timeout,card,medium,3,17,None,1
26950.92,timeout,card,good,1,54,Axis,0
25484.43,duplicate,card,bad,2,49,ICICI,0
12231.91,timeout,upi,good,2,20,SBI,0
37263.06,duplicate,netbanking,good,3,33,SBI,0
8495.01,soft_decline,netbanking,medium,2,39,SBI,0
9577.74,soft_decline,card,medium,2,29,SBI,1
23089.54,hard_decline,upi,good,1,69,ICICI,1
14385.37,soft_decline,netbanking,medium,2,24,None,0
12448.4,soft_decline,card,medium,1,68,ICICI,1
32297.36,timeout,netbanking,medium,3,28,SBI,0
32583.49,timeout,netbanking,good,2,66,ICICI,1
41243.4,timeout,card,medium,3,56,SBI,0
20943.66,soft_decline,card,good,2,46,Axis,1
3746.95,hard_decline,card,good,3,16,None,0
13755.95,soft_decline,card,bad,3,48,None,0
49002.27,soft_decline,netbanking,medium,1,49,None,0
29853.3,hard_decline,netbanking,good,2,4,SBI,0
35515.88,soft_decline,card,medium,3,12,HDFC,1
467.16,soft_decline,upi,good,1,62,SBI,1
25958.47,timeout,upi,good,3,38,HDFC,1
1972.68,soft_decline,card,medium,3,67,None,1
28504.59,duplicate,upi,bad,3,44,ICICI,0
46046.47,hard_decline,netbanking,bad,2,16,SBI,1
48424.11,duplicate,card,medium,2,58,HDFC,0
27073.58,soft_decline,card,medium,3,58,None,1
22964.42,hard_decline,card,bad,3,7,SBI,0
47256.35,soft_decline,card,good,3,29,ICICI,0
33713.13,timeout,card,good,2,2,HDFC,1
3338.47,soft_decline,card,medium,3,16,Axis,0
23339.71,soft_decline,upi,medium,3,50,SBI,0
12088.23,timeout,upi,bad,3,23,ICICI,0
